country,sex,year,agegroup,meanheight
United States of America,Girls,1985,10,142.973904
United States of America,Girls,1985,11,149.2473563
United States of America,Girls,1985,12,154.7552415
United States of America,Girls,1985,13,158.5257949
United States of America,Girls,1985,14,160.7695943
United States of America,Girls,1985,15,161.9626007
United States of America,Girls,1985,16,162.4476922
United States of America,Girls,1985,17,162.5544873
United States of America,Girls,1985,18,162.6243691
United States of America,Girls,1985,19,162.9542244
United States of America,Girls,1986,5,112.1302917
United States of America,Girls,1986,6,119.0148024
United States of America,Girls,1986,7,125.2433749
United States of America,Girls,1986,8,131.1155138
United States of America,Girls,1986,9,136.9254251
United States of America,Girls,1986,10,142.958064
United States of America,Girls,1986,11,149.2363779
United States of America,Girls,1986,12,154.7497289
United States of America,Girls,1986,13,158.5255269
United States of America,Girls,1986,14,160.7726825
United States of America,Girls,1986,15,161.9667647
United States of America,Girls,1986,16,162.4616046
United States of America,Girls,1986,17,162.5700337
United States of America,Girls,1986,18,162.6396915
United States of America,Girls,1986,19,162.9696194
United States of America,Girls,1987,5,112.1060091
United States of America,Girls,1987,6,118.9927848
United States of America,Girls,1987,7,125.2184983
United States of America,Girls,1987,8,131.0899388
United States of America,Girls,1987,9,136.9032099
United States of America,Girls,1987,10,142.9389145
United States of America,Girls,1987,11,149.2205378
United States of America,Girls,1987,12,154.7387505
United States of America,Girls,1987,13,158.5200143
United States of America,Girls,1987,14,160.7724145
United States of America,Girls,1987,15,161.9698528
United States of America,Girls,1987,16,162.4657686
United States of America,Girls,1987,17,162.5839461
United States of America,Girls,1987,18,162.6552378
United States of America,Girls,1987,19,162.9849417
United States of America,Girls,1988,5,112.074496
United States of America,Girls,1988,6,118.9685022
United States of America,Girls,1988,7,125.1964807
United States of America,Girls,1988,8,131.0650621
United States of America,Girls,1988,9,136.8776349
United States of America,Girls,1988,10,142.9166994
United States of America,Girls,1988,11,149.2013884
United States of America,Girls,1988,12,154.7229105
United States of America,Girls,1988,13,158.5090359
United States of America,Girls,1988,14,160.7669019
United States of America,Girls,1988,15,161.9695849
United States of America,Girls,1988,16,162.4688568
United States of America,Girls,1988,17,162.5881101
United States of America,Girls,1988,18,162.6691503
United States of America,Girls,1988,19,163.0004881
United States of America,Girls,1989,5,112.0371514
United States of America,Girls,1989,6,118.9369891
United States of America,Girls,1989,7,125.1721981
United States of America,Girls,1989,8,131.0430446
United States of America,Girls,1989,9,136.8527582
United States of America,Girls,1989,10,142.8911243
United States of America,Girls,1989,11,149.1791732
United States of America,Girls,1989,12,154.703761
United States of America,Girls,1989,13,158.4931959
United States of America,Girls,1989,14,160.7559235
United States of America,Girls,1989,15,161.9640723
United States of America,Girls,1989,16,162.4685888
United States of America,Girls,1989,17,162.5911983
United States of America,Girls,1989,18,162.6733142
United States of America,Girls,1989,19,163.0144005
United States of America,Girls,1990,5,112.000256
United States of America,Girls,1990,6,118.8996445
United States of America,Girls,1990,7,125.140685
United States of America,Girls,1990,8,131.0187619
United States of America,Girls,1990,9,136.8307407
United States of America,Girls,1990,10,142.8662476
United States of America,Girls,1990,11,149.1535981
United States of America,Girls,1990,12,154.6815458
United States of America,Girls,1990,13,158.4740464
United States of America,Girls,1990,14,160.7400834
United States of America,Girls,1990,15,161.9530938
United States of America,Girls,1990,16,162.4630762
United States of America,Girls,1990,17,162.5909303
United States of America,Girls,1990,18,162.6764024
United States of America,Girls,1990,19,163.0185645
United States of America,Girls,1991,5,111.9670984
United States of America,Girls,1991,6,118.862749
United States of America,Girls,1991,7,125.1033404
United States of America,Girls,1991,8,130.9872489
United States of America,Girls,1991,9,136.806458
United States of America,Girls,1991,10,142.8442301
United States of America,Girls,1991,11,149.1287215
United States of America,Girls,1991,12,154.6559708
United States of America,Girls,1991,13,158.4518313
United States of America,Girls,1991,14,160.720934
United States of America,Girls,1991,15,161.9372538
United States of America,Girls,1991,16,162.4520978
United States of America,Girls,1991,17,162.5854177
United States of America,Girls,1991,18,162.6761344
United States of America,Girls,1991,19,163.0216527
United States of America,Girls,1992,5,111.9421912
United States of America,Girls,1992,6,118.8295915
United States of America,Girls,1992,7,125.0664449
United States of America,Girls,1992,8,130.9499042
United States of America,Girls,1992,9,136.774945
United States of America,Girls,1992,10,142.8199475
United States of America,Girls,1992,11,149.1067039
United States of America,Girls,1992,12,154.6310941
United States of America,Girls,1992,13,158.4262562
United States of America,Girls,1992,14,160.6987188
United States of America,Girls,1992,15,161.9181043
United States of America,Girls,1992,16,162.4362578
United States of America,Girls,1992,17,162.5744393
United States of America,Girls,1992,18,162.6706218
United States of America,Girls,1992,19,163.0213847
United States of America,Girls,1993,5,111.9320149
United States of America,Girls,1993,6,118.8046843
United States of America,Girls,1993,7,125.0332874
United States of America,Girls,1993,8,130.9130088
United States of America,Girls,1993,9,136.7376003
United States of America,Girls,1993,10,142.7884344
United States of America,Girls,1993,11,149.0824213
United States of America,Girls,1993,12,154.6090766
United States of America,Girls,1993,13,158.4013795
United States of America,Girls,1993,14,160.6731437
United States of America,Girls,1993,15,161.8958892
United States of America,Girls,1993,16,162.4171083
United States of America,Girls,1993,17,162.5585993
United States of America,Girls,1993,18,162.6596434
United States of America,Girls,1993,19,163.0158721
United States of America,Girls,1994,5,111.9350192
United States of America,Girls,1994,6,118.794508
United States of America,Girls,1994,7,125.0083802
United States of America,Girls,1994,8,130.8798512
United States of America,Girls,1994,9,136.7007049
United States of America,Girls,1994,10,142.7510897
United States of America,Girls,1994,11,149.0509082
United States of America,Girls,1994,12,154.5847939
United States of America,Girls,1994,13,158.379362
United States of America,Girls,1994,14,160.6482671
United States of America,Girls,1994,15,161.8703141
United States of America,Girls,1994,16,162.3948931
United States of America,Girls,1994,17,162.5394498
United States of America,Girls,1994,18,162.6438034
United States of America,Girls,1994,19,163.0048937
United States of America,Girls,1995,5,111.9525601
United States of America,Girls,1995,6,118.7975123
United States of America,Girls,1995,7,124.9982039
United States of America,Girls,1995,8,130.854944
United States of America,Girls,1995,9,136.6675473
United States of America,Girls,1995,10,142.7141943
United States of America,Girls,1995,11,149.0135635
United States of America,Girls,1995,12,154.5532809
United States of America,Girls,1995,13,158.3550794
United States of America,Girls,1995,14,160.6262495
United States of America,Girls,1995,15,161.8454374
United States of America,Girls,1995,16,162.3693181
United States of America,Girls,1995,17,162.5172346
United States of America,Girls,1995,18,162.6246539
United States of America,Girls,1995,19,162.9890536
United States of America,Girls,1996,5,111.9884897
United States of America,Girls,1996,6,118.8150532
United States of America,Girls,1996,7,125.0012082
United States of America,Girls,1996,8,130.8447677
United States of America,Girls,1996,9,136.6426401
United States of America,Girls,1996,10,142.6810368
United States of America,Girls,1996,11,148.9766681
United States of America,Girls,1996,12,154.5159362
United States of America,Girls,1996,13,158.3235663
United States of America,Girls,1996,14,160.6019669
United States of America,Girls,1996,15,161.8234199
United States of America,Girls,1996,16,162.3444414
United States of America,Girls,1996,17,162.4916595
United States of America,Girls,1996,18,162.6024388
United States of America,Girls,1996,19,162.9699042
United States of America,Girls,1997,5,112.0323587
United States of America,Girls,1997,6,118.8509828
United States of America,Girls,1997,7,125.0187491
United States of America,Girls,1997,8,130.847772
United States of America,Girls,1997,9,136.6324638
United States of America,Girls,1997,10,142.6561295
United States of America,Girls,1997,11,148.9435106
United States of America,Girls,1997,12,154.4790408
United States of America,Girls,1997,13,158.2862216
United States of America,Girls,1997,14,160.5704538
United States of America,Girls,1997,15,161.7991373
United States of America,Girls,1997,16,162.3224239
United States of America,Girls,1997,17,162.4667829
United States of America,Girls,1997,18,162.5768637
United States of America,Girls,1997,19,162.947689
United States of America,Girls,1998,5,112.0832394
United States of America,Girls,1998,6,118.8948518
United States of America,Girls,1998,7,125.0546787
United States of America,Girls,1998,8,130.8653129
United States of America,Girls,1998,9,136.6354681
United States of America,Girls,1998,10,142.6459533
United States of America,Girls,1998,11,148.9186034
United States of America,Girls,1998,12,154.4458832
United States of America,Girls,1998,13,158.2493262
United States of America,Girls,1998,14,160.5331092
United States of America,Girls,1998,15,161.7676242
United States of America,Girls,1998,16,162.2981412
United States of America,Girls,1998,17,162.4447653
United States of America,Girls,1998,18,162.551987
United States of America,Girls,1998,19,162.9221139
United States of America,Girls,1999,5,112.1338646
United States of America,Girls,1999,6,118.9457325
United States of America,Girls,1999,7,125.0985477
United States of America,Girls,1999,8,130.9012425
United States of America,Girls,1999,9,136.653009
United States of America,Girls,1999,10,142.6489575
United States of America,Girls,1999,11,148.9084271
United States of America,Girls,1999,12,154.420976
United States of America,Girls,1999,13,158.2161687
United States of America,Girls,1999,14,160.4962137
United States of America,Girls,1999,15,161.7302795
United States of America,Girls,1999,16,162.2666282
United States of America,Girls,1999,17,162.4204827
United States of America,Girls,1999,18,162.5299695
United States of America,Girls,1999,19,162.8972373
United States of America,Girls,2000,5,112.1854475
United States of America,Girls,2000,6,118.9963577
United States of America,Girls,2000,7,125.1494284
United States of America,Girls,2000,8,130.9451115
United States of America,Girls,2000,9,136.6889386
United States of America,Girls,2000,10,142.6664985
United States of America,Girls,2000,11,148.9114314
United States of America,Girls,2000,12,154.4107997
United States of America,Girls,2000,13,158.1912614
United States of America,Girls,2000,14,160.4630562
United States of America,Girls,2000,15,161.6933841
United States of America,Girls,2000,16,162.2292835
United States of America,Girls,2000,17,162.3889696
United States of America,Girls,2000,18,162.5056869
United States of America,Girls,2000,19,162.8752197
United States of America,Girls,2001,5,112.2379294
United States of America,Girls,2001,6,119.0479406
United States of America,Girls,2001,7,125.2000536
United States of America,Girls,2001,8,130.9959923
United States of America,Girls,2001,9,136.7328076
United States of America,Girls,2001,10,142.7024281
United States of America,Girls,2001,11,148.9289723
United States of America,Girls,2001,12,154.413804
United States of America,Girls,2001,13,158.1810852
United States of America,Girls,2001,14,160.438149
United States of America,Girls,2001,15,161.6602266
United States of America,Girls,2001,16,162.1923881
United States of America,Girls,2001,17,162.351625
United States of America,Girls,2001,18,162.4741738
United States of America,Girls,2001,19,162.8509371
United States of America,Girls,2002,5,112.2983865
United States of America,Girls,2002,6,119.1004225
United States of America,Girls,2002,7,125.2516365
United States of America,Girls,2002,8,131.0466175
United States of America,Girls,2002,9,136.7836884
United States of America,Girls,2002,10,142.746297
United States of America,Girls,2002,11,148.9649019
United States of America,Girls,2002,12,154.4313449
United States of America,Girls,2002,13,158.1840894
United States of America,Girls,2002,14,160.4279727
United States of America,Girls,2002,15,161.6353193
United States of America,Girls,2002,16,162.1592305
United States of America,Girls,2002,17,162.3147296
United States of America,Girls,2002,18,162.4368291
United States of America,Girls,2002,19,162.819424
United States of America,Girls,2003,5,112.3724907
United States of America,Girls,2003,6,119.1608796
United States of America,Girls,2003,7,125.3041184
United States of America,Girls,2003,8,131.0982003
United States of America,Girls,2003,9,136.8343136
United States of America,Girls,2003,10,142.7971778
United States of America,Girls,2003,11,149.0087709
United States of America,Girls,2003,12,154.4672745
United States of America,Girls,2003,13,158.2016304
United States of America,Girls,2003,14,160.430977
United States of America,Girls,2003,15,161.6251431
United States of America,Girls,2003,16,162.1343233
United States of America,Girls,2003,17,162.281572
United States of America,Girls,2003,18,162.3999337
United States of America,Girls,2003,19,162.7820794
United States of America,Girls,2004,5,112.4622545
United States of America,Girls,2004,6,119.2349838
United States of America,Girls,2004,7,125.3645755
United States of America,Girls,2004,8,131.1506822
United States of America,Girls,2004,9,136.8858964
United States of America,Girls,2004,10,142.847803
United States of America,Girls,2004,11,149.0596516
United States of America,Girls,2004,12,154.5111435
United States of America,Girls,2004,13,158.23756
United States of America,Girls,2004,14,160.4485179
United States of America,Girls,2004,15,161.6281474
United States of America,Girls,2004,16,162.124147
United States of America,Girls,2004,17,162.2566648
United States of America,Girls,2004,18,162.3667761
United States of America,Girls,2004,19,162.7451839
United States of America,Girls,2005,5,112.5669546
United States of America,Girls,2005,6,119.3247476
United States of America,Girls,2005,7,125.4386797
United States of America,Girls,2005,8,131.2111393
United States of America,Girls,2005,9,136.9383783
United States of America,Girls,2005,10,142.8993859
United States of America,Girls,2005,11,149.1102768
United States of America,Girls,2005,12,154.5620243
United States of America,Girls,2005,13,158.2814289
United States of America,Girls,2005,14,160.4844475
United States of America,Girls,2005,15,161.6456883
United States of America,Girls,2005,16,162.1271513
United States of America,Girls,2005,17,162.2464885
United States of America,Girls,2005,18,162.3418689
United States of America,Girls,2005,19,162.7120264
United States of America,Girls,2006,5,112.6705917
United States of America,Girls,2006,6,119.4294477
United States of America,Girls,2006,7,125.5284435
United States of America,Girls,2006,8,131.2852435
United States of America,Girls,2006,9,136.9988354
United States of America,Girls,2006,10,142.9518678
United States of America,Girls,2006,11,149.1618597
United States of America,Girls,2006,12,154.6126495
United States of America,Girls,2006,13,158.3323097
United States of America,Girls,2006,14,160.5283165
United States of America,Girls,2006,15,161.6816179
United States of America,Girls,2006,16,162.1446922
United States of America,Girls,2006,17,162.2494928
United States of America,Girls,2006,18,162.3316927
United States of America,Girls,2006,19,162.6871192
United States of America,Girls,2007,5,112.7736063
United States of America,Girls,2007,6,119.5330848
United States of America,Girls,2007,7,125.6331436
United States of America,Girls,2007,8,131.3750073
United States of America,Girls,2007,9,137.0729396
United States of America,Girls,2007,10,143.0123249
United States of America,Girls,2007,11,149.2143416
United States of America,Girls,2007,12,154.6642323
United States of America,Girls,2007,13,158.3829349
United States of America,Girls,2007,14,160.5791972
United States of America,Girls,2007,15,161.7254869
United States of America,Girls,2007,16,162.1806218
United States of America,Girls,2007,17,162.2670337
United States of America,Girls,2007,18,162.3346969
United States of America,Girls,2007,19,162.6769429
United States of America,Girls,2008,5,112.8678326
United States of America,Girls,2008,6,119.6360994
United States of America,Girls,2008,7,125.7367807
United States of America,Girls,2008,8,131.4797074
United States of America,Girls,2008,9,137.1627034
United States of America,Girls,2008,10,143.086429
United States of America,Girls,2008,11,149.2747987
United States of America,Girls,2008,12,154.7167142
United States of America,Girls,2008,13,158.4345178
United States of America,Girls,2008,14,160.6298224
United States of America,Girls,2008,15,161.7763676
United States of America,Girls,2008,16,162.2244908
United States of America,Girls,2008,17,162.3029633
United States of America,Girls,2008,18,162.3522379
United States of America,Girls,2008,19,162.6799472
United States of America,Girls,2009,5,112.9504362
United States of America,Girls,2009,6,119.7303257
United States of America,Girls,2009,7,125.8397953
United States of America,Girls,2009,8,131.5833446
United States of America,Girls,2009,9,137.2674035
United States of America,Girls,2009,10,143.1761929
United States of America,Girls,2009,11,149.3489028
United States of America,Girls,2009,12,154.7771713
United States of America,Girls,2009,13,158.4869997
United States of America,Girls,2009,14,160.6814053
United States of America,Girls,2009,15,161.8269928
United States of America,Girls,2009,16,162.2753716
United States of America,Girls,2009,17,162.3468323
United States of America,Girls,2009,18,162.3881675
United States of America,Girls,2009,19,162.6974881
United States of America,Girls,2010,5,113.0196652
United States of America,Girls,2010,6,119.8129293
United States of America,Girls,2010,7,125.9340216
United States of America,Girls,2010,8,131.6863591
United States of America,Girls,2010,9,137.3710407
United States of America,Girls,2010,10,143.280893
United States of America,Girls,2010,11,149.4386667
United States of America,Girls,2010,12,154.8512755
United States of America,Girls,2010,13,158.5474568
United States of America,Girls,2010,14,160.7338872
United States of America,Girls,2010,15,161.8785757
United States of America,Girls,2010,16,162.3259968
United States of America,Girls,2010,17,162.397713
United States of America,Girls,2010,18,162.4320364
United States of America,Girls,2010,19,162.7334177
United States of America,Girls,2011,5,113.0755777
United States of America,Girls,2011,6,119.8821583
United States of America,Girls,2011,7,126.0166252
United States of America,Girls,2011,8,131.7805854
United States of America,Girls,2011,9,137.4740552
United States of America,Girls,2011,10,143.3845301
United States of America,Girls,2011,11,149.5433668
United States of America,Girls,2011,12,154.9410393
United States of America,Girls,2011,13,158.6215609
United States of America,Girls,2011,14,160.7943443
United States of America,Girls,2011,15,161.9310576
United States of America,Girls,2011,16,162.3775796
United States of America,Girls,2011,17,162.4483382
United States of America,Girls,2011,18,162.4829172
United States of America,Girls,2011,19,162.7772867
United States of America,Girls,2012,5,113.119167
United States of America,Girls,2012,6,119.9380708
United States of America,Girls,2012,7,126.0858542
United States of America,Girls,2012,8,131.8631891
United States of America,Girls,2012,9,137.5682815
United States of America,Girls,2012,10,143.4875446
United States of America,Girls,2012,11,149.6470039
United States of America,Girls,2012,12,155.0457394
United States of America,Girls,2012,13,158.7113248
United States of America,Girls,2012,14,160.8684485
United States of America,Girls,2012,15,161.9915147
United States of America,Girls,2012,16,162.4300615
United States of America,Girls,2012,17,162.4999211
United States of America,Girls,2012,18,162.5335424
United States of America,Girls,2012,19,162.8281674
United States of America,Girls,2013,5,113.1551563
United States of America,Girls,2013,6,119.9816601
United States of America,Girls,2013,7,126.1417667
United States of America,Girls,2013,8,131.932418
United States of America,Girls,2013,9,137.6508852
United States of America,Girls,2013,10,143.581771
United States of America,Girls,2013,11,149.7500184
United States of America,Girls,2013,12,155.1493765
United States of America,Girls,2013,13,158.8160249
United States of America,Girls,2013,14,160.9582123
United States of America,Girls,2013,15,162.0656188
United States of America,Girls,2013,16,162.4905186
United States of America,Girls,2013,17,162.552403
United States of America,Girls,2013,18,162.5851252
United States of America,Girls,2013,19,162.8787926
United States of America,Girls,2014,5,113.1882607
United States of America,Girls,2014,6,120.0176494
United States of America,Girls,2014,7,126.185356
United States of America,Girls,2014,8,131.9883305
United States of America,Girls,2014,9,137.7201141
United States of America,Girls,2014,10,143.6643746
United States of America,Girls,2014,11,149.8442448
United States of America,Girls,2014,12,155.2523911
United States of America,Girls,2014,13,158.919662
United States of America,Girls,2014,14,161.0629124
United States of America,Girls,2014,15,162.1553827
United States of America,Girls,2014,16,162.5646228
United States of America,Girls,2014,17,162.6128601
United States of America,Girls,2014,18,162.6376071
United States of America,Girls,2014,19,162.9303755
United States of America,Girls,2015,5,113.2193808
United States of America,Girls,2015,6,120.0507538
United States of America,Girls,2015,7,126.2213453
United States of America,Girls,2015,8,132.0319198
United States of America,Girls,2015,9,137.7760266
United States of America,Girls,2015,10,143.7336035
United States of America,Girls,2015,11,149.9268484
United States of America,Girls,2015,12,155.3466174
United States of America,Girls,2015,13,159.0226765
United States of America,Girls,2015,14,161.1665495
United States of America,Girls,2015,15,162.2600828
United States of America,Girls,2015,16,162.6543866
United States of America,Girls,2015,17,162.6869643
United States of America,Girls,2015,18,162.6980643
United States of America,Girls,2015,19,162.9828574
United States of America,Girls,2016,5,113.2466278
United States of America,Girls,2016,6,120.0818739
United States of America,Girls,2016,7,126.2544497
United States of America,Girls,2016,8,132.0679091
United States of America,Girls,2016,9,137.8196159
United States of America,Girls,2016,10,143.7895161
United States of America,Girls,2016,11,149.9960774
United States of America,Girls,2016,12,155.4292211
United States of America,Girls,2016,13,159.1169029
United States of America,Girls,2016,14,161.2695641
United States of America,Girls,2016,15,162.3637199
United States of America,Girls,2016,16,162.7590867
United States of America,Girls,2016,17,162.7767281
United States of America,Girls,2016,18,162.7721684
United States of America,Girls,2016,19,163.0433145
United States of America,Girls,2017,5,113.2724647
United States of America,Girls,2017,6,120.1091209
United States of America,Girls,2017,7,126.2855698
United States of America,Girls,2017,8,132.1010135
United States of America,Girls,2017,9,137.8556052
United States of America,Girls,2017,10,143.8331053
United States of America,Girls,2017,11,150.0519899
United States of America,Girls,2017,12,155.49845
United States of America,Girls,2017,13,159.1995065
United States of America,Girls,2017,14,161.3637904
United States of America,Girls,2017,15,162.4667344
United States of America,Girls,2017,16,162.8627238
United States of America,Girls,2017,17,162.8814282
United States of America,Girls,2017,18,162.8619323
United States of America,Girls,2017,19,163.1174187
United States of America,Girls,2018,5,113.298265
United States of America,Girls,2018,6,120.1349578
United States of America,Girls,2018,7,126.3128168
United States of America,Girls,2018,8,132.1321336
United States of America,Girls,2018,9,137.8887096
United States of America,Girls,2018,10,143.8690946
United States of America,Girls,2018,11,150.0955791
United States of America,Girls,2018,12,155.5543625
United States of America,Girls,2018,13,159.2687354
United States of America,Girls,2018,14,161.446394
United States of America,Girls,2018,15,162.5609608
United States of America,Girls,2018,16,162.9657384
United States of America,Girls,2018,17,162.9850653
United States of America,Girls,2018,18,162.9666324
United States of America,Girls,2018,19,163.2071825
United States of America,Girls,2019,5,113.324139
United States of America,Girls,2019,6,120.1607581
United States of America,Girls,2019,7,126.3386537
United States of America,Girls,2019,8,132.1593806
United States of America,Girls,2019,9,137.9198297
United States of America,Girls,2019,10,143.9021991
United States of America,Girls,2019,11,150.1315685
United States of America,Girls,2019,12,155.5979518
United States of America,Girls,2019,13,159.324648
United States of America,Girls,2019,14,161.515623
United States of America,Girls,2019,15,162.6435644
United States of America,Girls,2019,16,163.0599647
United States of America,Girls,2019,17,163.0880799
United States of America,Girls,2019,18,163.0702695
United States of America,Girls,2019,19,163.3118826
